Predicate ID,Triple,Sentence ID,Sentence,Is Correct,Question,Answer
10593621,XS part of Borrelia burgdorferi,34,Functionality of Borrelia burgdorferi LuxS: the Lyme disease spirochete produces and responds to the pheromone autoinducer-2 and lacks a complete activated-methyl cycle.,False,Is the triple 'XS part of Borrelia burgdorferi' supported by the sentence: 'Functionality of Borrelia burgdorferi LuxS: the Lyme disease spirochete produces and responds to the pheromone autoinducer-2 and lacks a complete activated-methyl cycle.'?,No
10593815,XS produces homocysteine,39,"While a large number of bacteria utilize homocysteine, the other LuxS product, for synthesis of methionine as part of the activated-methyl cycle, B. burgdorferi was found to lack that ability.",True,"Is the triple 'XS produces homocysteine' supported by the sentence: 'While a large number of bacteria utilize homocysteine, the other LuxS product, for synthesis of methionine as part of the activated-methyl cycle, B. burgdorferi was found to lack that ability.'?",Yes
10593856,Bacteria interacts with Methionine,39,"While a large number of bacteria utilize homocysteine, the other LuxS product, for synthesis of methionine as part of the activated-methyl cycle, B. burgdorferi was found to lack that ability.",True,"Is the triple 'Bacteria interacts with Methionine' supported by the sentence: 'While a large number of bacteria utilize homocysteine, the other LuxS product, for synthesis of methionine as part of the activated-methyl cycle, B. burgdorferi was found to lack that ability.'?",Yes
10593932,Pheromone affects Gene Expression,40,We propose that the main function of B. burgdorferi LuxS is to synthesize DPD and that the Lyme disease spirochete utilizes a form of DPD as a pheromone to control gene expression.,True,Is the triple 'Pheromone affects Gene Expression' supported by the sentence: 'We propose that the main function of B. burgdorferi LuxS is to synthesize DPD and that the Lyme disease spirochete utilizes a form of DPD as a pheromone to control gene expression.'?,Yes
10594285,B.S.S. treats Adult,50,"I. ricinus nymphs harbored almost exclusively B. burgdorferi s.s. and B. garinii OspA type 4, while in adults a broad variety of B. burgdorferi s.l. types was found.",False,"Is the triple 'B.S.S. treats Adult' supported by the sentence: 'I. ricinus nymphs harbored almost exclusively B. burgdorferi s.s. and B. garinii OspA type 4, while in adults a broad variety of B. burgdorferi s.l. types was found.'?",No
10594435,host part of Vertebrates,53,These data strongly suggest that B. burgdorferi s.s. and B. garinii OspA type 4 are maintained in these areas by specific transmission cycles involving a so far undetermined vertebrate host which is frequently fed on by I. ricinus larvae.,True,Is the triple 'host part of Vertebrates' supported by the sentence: 'These data strongly suggest that B. burgdorferi s.s. and B. garinii OspA type 4 are maintained in these areas by specific transmission cycles involving a so far undetermined vertebrate host which is frequently fed on by I. ricinus larvae.'?,Yes
10594472,B.S.S. affects host,53,These data strongly suggest that B. burgdorferi s.s. and B. garinii OspA type 4 are maintained in these areas by specific transmission cycles involving a so far undetermined vertebrate host which is frequently fed on by I. ricinus larvae.,True,Is the triple 'B.S.S. affects host' supported by the sentence: 'These data strongly suggest that B. burgdorferi s.s. and B. garinii OspA type 4 are maintained in these areas by specific transmission cycles involving a so far undetermined vertebrate host which is frequently fed on by I. ricinus larvae.'?,Yes
10594584,Farm Animals is a Animals,55,Monitoring of antimicrobial resistance in pathogenic bacteria from livestock animals.,True,Is the triple 'Farm Animals is a Animals' supported by the sentence: 'Monitoring of antimicrobial resistance in pathogenic bacteria from livestock animals.'?,Yes
10594689,Disease process of Farm Animals,57,The establishment of corresponding management options relies on scientifically defensible efforts to obtain objective data on the prevalence of bacterial resistance in healthy and diseased livestock.,True,Is the triple 'Disease process of Farm Animals' supported by the sentence: 'The establishment of corresponding management options relies on scientifically defensible efforts to obtain objective data on the prevalence of bacterial resistance in healthy and diseased livestock.'?,Yes
10594898,Therapeutic procedure uses Microbicides,62,"This incorporates regional differences in animal population density, (2) the avoidance of \""copy strains\",False,"Is the triple 'Therapeutic procedure uses Microbicides' supported by the sentence: 'This incorporates regional differences in animal population density, (2) the avoidance of \""copy strains\'?",No
10595006,Therapeutic procedure uses Microbicides,64,"In applied antimicrobial therapy, the data can serve as a decision guidance in choosing the antimicrobial agent most adapted to the prevailing epidemiological situation.",False,"Is the triple 'Therapeutic procedure uses Microbicides' supported by the sentence: 'In applied antimicrobial therapy, the data can serve as a decision guidance in choosing the antimicrobial agent most adapted to the prevailing epidemiological situation.'?",No
10595160,enrofloxacin is a Fluoroquinolones,67,"Only rare cases of resistance to enrofloxacin (fluoroquinolone) could be detected, and only 3% of bacterial strains tested proved resistant to 3rd and 4th generation cephalosporins, including substances prescribed in human medicine.",True,"Is the triple 'enrofloxacin is a Fluoroquinolones' supported by the sentence: 'Only rare cases of resistance to enrofloxacin (fluoroquinolone) could be detected, and only 3% of bacterial strains tested proved resistant to 3rd and 4th generation cephalosporins, including substances prescribed in human medicine.'?",Yes
10595193,enrofloxacin coexists with Pharmaceutical Preparations,67,"Only rare cases of resistance to enrofloxacin (fluoroquinolone) could be detected, and only 3% of bacterial strains tested proved resistant to 3rd and 4th generation cephalosporins, including substances prescribed in human medicine.",True,"Is the triple 'enrofloxacin coexists with Pharmaceutical Preparations' supported by the sentence: 'Only rare cases of resistance to enrofloxacin (fluoroquinolone) could be detected, and only 3% of bacterial strains tested proved resistant to 3rd and 4th generation cephalosporins, including substances prescribed in human medicine.'?",Yes
10595361,Covers treats Tick-Borne Encephalitis,70,Spatial analysis revealed that the land cover and precise seasonal patterns of climatic indices (temperature and normalized difference vegetation index) can explain 55% of the observed spatial variation in TBE incidence over the period 1993-98 across all the Baltic States.,False,Is the triple 'Covers treats Tick-Borne Encephalitis' supported by the sentence: 'Spatial analysis revealed that the land cover and precise seasonal patterns of climatic indices (temperature and normalized difference vegetation index) can explain 55% of the observed spatial variation in TBE incidence over the period 1993-98 across all the Baltic States.'?,No
10595474,Behavior process of Human,72,"Further time series analysis of climate, together with analysis of biotic factors, socio-economic conditions, and human behaviour is being undertaken to explain the epidemiological patterns more fully.",True,"Is the triple 'Behavior process of Human' supported by the sentence: 'Further time series analysis of climate, together with analysis of biotic factors, socio-economic conditions, and human behaviour is being undertaken to explain the epidemiological patterns more fully.'?",Yes
10595632,Infection process of Adult,75,"The study objective was to prospectively determine the etiology of infection among adults exposed to tick bite and to detect acute human granulocytic anaplasmosis (HGA), a recently emerging infection, in north-eastern Poland.",True,"Is the triple 'Infection process of Adult' supported by the sentence: 'The study objective was to prospectively determine the etiology of infection among adults exposed to tick bite and to detect acute human granulocytic anaplasmosis (HGA), a recently emerging infection, in north-eastern Poland.'?",Yes
10595725,Fever process of Patients,76,"We evaluated 68 patients (34 males and 34 females, mean age 44.2+/-15 years) who had fever within 4 weeks after a tick bite.",True,"Is the triple 'Fever process of Patients' supported by the sentence: 'We evaluated 68 patients (34 males and 34 females, mean age 44.2+/-15 years) who had fever within 4 weeks after a tick bite.'?",Yes
10595759,Fever process of Females,76,"We evaluated 68 patients (34 males and 34 females, mean age 44.2+/-15 years) who had fever within 4 weeks after a tick bite.",True,"Is the triple 'Fever process of Females' supported by the sentence: 'We evaluated 68 patients (34 males and 34 females, mean age 44.2+/-15 years) who had fever within 4 weeks after a tick bite.'?",Yes
10595794,Fever process of Males,76,"We evaluated 68 patients (34 males and 34 females, mean age 44.2+/-15 years) who had fever within 4 weeks after a tick bite.",True,"Is the triple 'Fever process of Males' supported by the sentence: 'We evaluated 68 patients (34 males and 34 females, mean age 44.2+/-15 years) who had fever within 4 weeks after a tick bite.'?",Yes
10595906,Recombinant DNA part of 16s,78,Microscopic examination of EDTA whole blood and nested PCR targeting A. phagocytophilum 16S rDNA gene fragment were carried out at enrolment.,True,Is the triple 'Recombinant DNA part of 16s' supported by the sentence: 'Microscopic examination of EDTA whole blood and nested PCR targeting A. phagocytophilum 16S rDNA gene fragment were carried out at enrolment.'?,Yes
10595985,Tick-Borne Infections process of Individual,79,Tick-borne infections were diagnosed in 57 individuals (84%).,True,Is the triple 'Tick-Borne Infections process of Individual' supported by the sentence: 'Tick-borne infections were diagnosed in 57 individuals (84%).'?,Yes
10596143,"Glossitis, Benign Migratory process of Patients",81,"Tick-borne encephalitis (TBE) was revealed in 49 cases; in 39 patients as a single infection, in three patients concurrent with erythema migrans or other Lyme borreliosis symptoms, in five patients concurrent with probable or possible Lyme borreliosis, and in two patients concurrent with A. phagocytophilum infection.",False,"Is the triple 'Glossitis, Benign Migratory process of Patients' supported by the sentence: 'Tick-borne encephalitis (TBE) was revealed in 49 cases; in 39 patients as a single infection, in three patients concurrent with erythema migrans or other Lyme borreliosis symptoms, in five patients concurrent with probable or possible Lyme borreliosis, and in two patients concurrent with A. phagocytophilum infection.'?",No
10596167,"Glossitis, Benign Migratory is a Symptoms",81,"Tick-borne encephalitis (TBE) was revealed in 49 cases; in 39 patients as a single infection, in three patients concurrent with erythema migrans or other Lyme borreliosis symptoms, in five patients concurrent with probable or possible Lyme borreliosis, and in two patients concurrent with A. phagocytophilum infection.",False,"Is the triple 'Glossitis, Benign Migratory is a Symptoms' supported by the sentence: 'Tick-borne encephalitis (TBE) was revealed in 49 cases; in 39 patients as a single infection, in three patients concurrent with erythema migrans or other Lyme borreliosis symptoms, in five patients concurrent with probable or possible Lyme borreliosis, and in two patients concurrent with A. phagocytophilum infection.'?",No
10596199,"Glossitis, Benign Migratory process of Patients",81,"Tick-borne encephalitis (TBE) was revealed in 49 cases; in 39 patients as a single infection, in three patients concurrent with erythema migrans or other Lyme borreliosis symptoms, in five patients concurrent with probable or possible Lyme borreliosis, and in two patients concurrent with A. phagocytophilum infection.",False,"Is the triple 'Glossitis, Benign Migratory process of Patients' supported by the sentence: 'Tick-borne encephalitis (TBE) was revealed in 49 cases; in 39 patients as a single infection, in three patients concurrent with erythema migrans or other Lyme borreliosis symptoms, in five patients concurrent with probable or possible Lyme borreliosis, and in two patients concurrent with A. phagocytophilum infection.'?",No
10596244,Symptoms process of Patients,81,"Tick-borne encephalitis (TBE) was revealed in 49 cases; in 39 patients as a single infection, in three patients concurrent with erythema migrans or other Lyme borreliosis symptoms, in five patients concurrent with probable or possible Lyme borreliosis, and in two patients concurrent with A. phagocytophilum infection.",True,"Is the triple 'Symptoms process of Patients' supported by the sentence: 'Tick-borne encephalitis (TBE) was revealed in 49 cases; in 39 patients as a single infection, in three patients concurrent with erythema migrans or other Lyme borreliosis symptoms, in five patients concurrent with probable or possible Lyme borreliosis, and in two patients concurrent with A. phagocytophilum infection.'?",Yes
10596294,Lyme Disease process of Patients,81,"Tick-borne encephalitis (TBE) was revealed in 49 cases; in 39 patients as a single infection, in three patients concurrent with erythema migrans or other Lyme borreliosis symptoms, in five patients concurrent with probable or possible Lyme borreliosis, and in two patients concurrent with A. phagocytophilum infection.",True,"Is the triple 'Lyme Disease process of Patients' supported by the sentence: 'Tick-borne encephalitis (TBE) was revealed in 49 cases; in 39 patients as a single infection, in three patients concurrent with erythema migrans or other Lyme borreliosis symptoms, in five patients concurrent with probable or possible Lyme borreliosis, and in two patients concurrent with A. phagocytophilum infection.'?",Yes
10596383,Diagnosis treats Patients,82,Diagnosis of HGA was confirmed in one patient by PCR and in another one by seroconversion.,True,Is the triple 'Diagnosis treats Patients' supported by the sentence: 'Diagnosis of HGA was confirmed in one patient by PCR and in another one by seroconversion.'?,Yes
10596492,Immunofluorescence diagnoses Infection,83,"In two further individuals, A. phagocytophilum infection was confirmed by immunofluorescence (antibody titers > or = 1:128), which, however, does not fulfil the ESCAR (European Society of Clinical Microbiology and Infectious Diseases Study Group on Coxiella, Anaplasma, Rickettsia, and Bartonella) criteria for HGA case definition.",True,"Is the triple 'Immunofluorescence diagnoses Infection' supported by the sentence: 'In two further individuals, A. phagocytophilum infection was confirmed by immunofluorescence (antibody titers > or = 1:128), which, however, does not fulfil the ESCAR (European Society of Clinical Microbiology and Infectious Diseases Study Group on Coxiella, Anaplasma, Rickettsia, and Bartonella) criteria for HGA case definition.'?",Yes
10596565,Lyme Disease process of Patients,84,Lyme borreliosis was diagnosed in 16 patients,True,Is the triple 'Lyme Disease process of Patients' supported by the sentence: 'Lyme borreliosis was diagnosed in 16 patients'?,Yes
10596660,Lyme Disease process of Individual,85,Both confirmed HGA cases and seropositive individuals had A. phagocytophilum infection concurrent either with Lyme borreliosis (two cases) or with TBE (two cases).,True,Is the triple 'Lyme Disease process of Individual' supported by the sentence: 'Both confirmed HGA cases and seropositive individuals had A. phagocytophilum infection concurrent either with Lyme borreliosis (two cases) or with TBE (two cases).'?,Yes
10596772,Disease process of Adult,87,TBE was found the most prevalent disease among adults with febrile illnesses occurring after a tick bite in north-eastern Poland.,True,Is the triple 'Disease process of Adult' supported by the sentence: 'TBE was found the most prevalent disease among adults with febrile illnesses occurring after a tick bite in north-eastern Poland.'?,Yes
10596805,Disorder characterized by fever process of Adult,87,TBE was found the most prevalent disease among adults with febrile illnesses occurring after a tick bite in north-eastern Poland.,True,Is the triple 'Disorder characterized by fever process of Adult' supported by the sentence: 'TBE was found the most prevalent disease among adults with febrile illnesses occurring after a tick bite in north-eastern Poland.'?,Yes
10597199,"4,5-dibromo-2-pyrrolic acid compared with 1-oleoyl-2-stearoylphosphatidylcholine",97,Comparison of dbpA sequences with ospC sequences from a subset of 59 strains revealed all kinds of cross-connections indicating processes of lateral gene transfer among strains.,False,"Is the triple '4,5-dibromo-2-pyrrolic acid compared with 1-oleoyl-2-stearoylphosphatidylcholine' supported by the sentence: 'Comparison of dbpA sequences with ospC sequences from a subset of 59 strains revealed all kinds of cross-connections indicating processes of lateral gene transfer among strains.'?",No
10597287,"4,5-dibromo-2-pyrrolic acid inhibits DNA",98,"The extent of sequence identity within the dbpA genes decreases from the DNA (67%) to the amino acid (AA) level (44%) by about 23%, in contrast ospC sequence identities differed only by about 10%.",False,"Is the triple '4,5-dibromo-2-pyrrolic acid inhibits DNA' supported by the sentence: 'The extent of sequence identity within the dbpA genes decreases from the DNA (67%) to the amino acid (AA) level (44%) by about 23%, in contrast ospC sequence identities differed only by about 10%.'?",No
10597421,"4,5-dibromo-2-pyrrolic acid interacts with Specific antigen",100,Immunoblots using four recombinant DbpAs representing groups I-IV show that DbpA proteins are sensitive and specific antigens and complement one another in their reactivity.,False,"Is the triple '4,5-dibromo-2-pyrrolic acid interacts with Specific antigen' supported by the sentence: 'Immunoblots using four recombinant DbpAs representing groups I-IV show that DbpA proteins are sensitive and specific antigens and complement one another in their reactivity.'?",No
10597542,Neuropeptides affects Inflammation,102,"A neuropeptide in immune-mediated inflammation, Y?",True,"Is the triple 'Neuropeptides affects Inflammation' supported by the sentence: 'A neuropeptide in immune-mediated inflammation, Y?'?",Yes
10597633,Crosstalk causes Autoimmunity,103,Disturbances in crosstalk between the immune system and the sympathetic nervous system (SNS) can contribute to the pathogenesis of Th1-mediated autoimmunity.,True,Is the triple 'Crosstalk causes Autoimmunity' supported by the sentence: 'Disturbances in crosstalk between the immune system and the sympathetic nervous system (SNS) can contribute to the pathogenesis of Th1-mediated autoimmunity.'?,Yes
10597756,neuropeptide Y|NPY interacts with T-Lymphocyte,105,"The precise role of NPY has been an enigma, but a recent study provides a breakthrough, demonstrating that NPY has a bimodal role as a negative regulator of T cells and an activator of antigen-presenting cell function.",True,"Is the triple 'neuropeptide Y|NPY interacts with T-Lymphocyte' supported by the sentence: 'The precise role of NPY has been an enigma, but a recent study provides a breakthrough, demonstrating that NPY has a bimodal role as a negative regulator of T cells and an activator of antigen-presenting cell function.'?",Yes
10597803,neuropeptide Y|NPY stimulates Antigen-Presenting Cells,105,"The precise role of NPY has been an enigma, but a recent study provides a breakthrough, demonstrating that NPY has a bimodal role as a negative regulator of T cells and an activator of antigen-presenting cell function.",True,"Is the triple 'neuropeptide Y|NPY stimulates Antigen-Presenting Cells' supported by the sentence: 'The precise role of NPY has been an enigma, but a recent study provides a breakthrough, demonstrating that NPY has a bimodal role as a negative regulator of T cells and an activator of antigen-presenting cell function.'?",Yes
10597925,Mammals location of Toll-like receptors,107,Toll-like receptors (TLRs) have an important role in innate immunity in mammals by recognizing conserved microbial components that are known as pathogen-associated molecular patterns (PAMPs).,True,Is the triple 'Mammals location of Toll-like receptors' supported by the sentence: 'Toll-like receptors (TLRs) have an important role in innate immunity in mammals by recognizing conserved microbial components that are known as pathogen-associated molecular patterns (PAMPs).'?,Yes
10598015,Endosomes location of Compartments,108,"Although the majority of these receptors sense pathogen components on the cell surface, a subset of them (TLR3, TLR7, TLR8 and TLR9) senses viral and bacterial nucleic acids in endosomal compartments.",True,"Is the triple 'Endosomes location of Compartments' supported by the sentence: 'Although the majority of these receptors sense pathogen components on the cell surface, a subset of them (TLR3, TLR7, TLR8 and TLR9) senses viral and bacterial nucleic acids in endosomal compartments.'?",Yes
10598051,Cell surface location of receptor,108,"Although the majority of these receptors sense pathogen components on the cell surface, a subset of them (TLR3, TLR7, TLR8 and TLR9) senses viral and bacterial nucleic acids in endosomal compartments.",True,"Is the triple 'Cell surface location of receptor' supported by the sentence: 'Although the majority of these receptors sense pathogen components on the cell surface, a subset of them (TLR3, TLR7, TLR8 and TLR9) senses viral and bacterial nucleic acids in endosomal compartments.'?",Yes
10598148,"RNA, Small Interfering interacts with Ribose",110,This immune activation by siRNAs can be abrogated by the 2'-ribose modification of uridines.,True,"Is the triple 'RNA, Small Interfering interacts with Ribose' supported by the sentence: 'This immune activation by siRNAs can be abrogated by the 2'-ribose modification of uridines.'?",Yes
10598263,E2F1 gene|E2F1|UBE2L3 causes Apoptosis,112,E2F1-induced apoptosis: turning killers into therapeutics.,True,Is the triple 'E2F1 gene|E2F1|UBE2L3 causes Apoptosis' supported by the sentence: 'E2F1-induced apoptosis: turning killers into therapeutics.'?,Yes
10598476,E2F1 gene|E2F1|UBE2L3 interacts with Pharmaceutical Preparations,116,"Here, these findings are highlighted in the context of the most recent follow-up studies that have used apoptotic E2F1 genes as new therapeutics or drug targets, thereby providing insight into the basic mechanisms of E2F1-induced apoptosis and its possible clinical implications.",True,"Is the triple 'E2F1 gene|E2F1|UBE2L3 interacts with Pharmaceutical Preparations' supported by the sentence: 'Here, these findings are highlighted in the context of the most recent follow-up studies that have used apoptotic E2F1 genes as new therapeutics or drug targets, thereby providing insight into the basic mechanisms of E2F1-induced apoptosis and its possible clinical implications.'?",Yes
10598517,E2F1 gene|E2F1|UBE2L3 causes Apoptosis,116,"Here, these findings are highlighted in the context of the most recent follow-up studies that have used apoptotic E2F1 genes as new therapeutics or drug targets, thereby providing insight into the basic mechanisms of E2F1-induced apoptosis and its possible clinical implications.",True,"Is the triple 'E2F1 gene|E2F1|UBE2L3 causes Apoptosis' supported by the sentence: 'Here, these findings are highlighted in the context of the most recent follow-up studies that have used apoptotic E2F1 genes as new therapeutics or drug targets, thereby providing insight into the basic mechanisms of E2F1-induced apoptosis and its possible clinical implications.'?",Yes
10599076,Gene Expression process of Scorpaenidae,123,Protein and gene expression of VTG in response to 4-nonylphenol in rockfish (Sebastes schlegeli).,True,Is the triple 'Gene Expression process of Scorpaenidae' supported by the sentence: 'Protein and gene expression of VTG in response to 4-nonylphenol in rockfish (Sebastes schlegeli).'?,Yes
10599190,Vitellogenins part of Scorpaenidae,124,"To investigate the in vivo estrogenic activity of 4-nonylphenol (4-NP) on reproductive function, we have measured the expression level of rockfish vitellogenin (rVTG) mRNA, concentration of plasma VTG and levels of plasma estradiol-17beta(E(2)) and testosterone (T) by radioimmunoassay (RIA).",False,"Is the triple 'Vitellogenins part of Scorpaenidae' supported by the sentence: 'To investigate the in vivo estrogenic activity of 4-nonylphenol (4-NP) on reproductive function, we have measured the expression level of rockfish vitellogenin (rVTG) mRNA, concentration of plasma VTG and levels of plasma estradiol-17beta(E(2)) and testosterone (T) by radioimmunoassay (RIA).'?",No
10599329,Vitellogenins part of Scorpaenidae,125,"An rVTG mRNA transcript of approximately 4.0 kb was extracted from hepatic tissue for Northern blot analysis, and the effects of 4-NP on rVTG mRNA expression in vivo with both male and female juvenile rockfish were examined.",False,"Is the triple 'Vitellogenins part of Scorpaenidae' supported by the sentence: 'An rVTG mRNA transcript of approximately 4.0 kb was extracted from hepatic tissue for Northern blot analysis, and the effects of 4-NP on rVTG mRNA expression in vivo with both male and female juvenile rockfish were examined.'?",No
10599368,Vitellogenins part of Scorpaenidae,125,"An rVTG mRNA transcript of approximately 4.0 kb was extracted from hepatic tissue for Northern blot analysis, and the effects of 4-NP on rVTG mRNA expression in vivo with both male and female juvenile rockfish were examined.",False,"Is the triple 'Vitellogenins part of Scorpaenidae' supported by the sentence: 'An rVTG mRNA transcript of approximately 4.0 kb was extracted from hepatic tissue for Northern blot analysis, and the effects of 4-NP on rVTG mRNA expression in vivo with both male and female juvenile rockfish were examined.'?",No
10599395,Vitellogenins affects No past history,125,"An rVTG mRNA transcript of approximately 4.0 kb was extracted from hepatic tissue for Northern blot analysis, and the effects of 4-NP on rVTG mRNA expression in vivo with both male and female juvenile rockfish were examined.",False,"Is the triple 'Vitellogenins affects No past history' supported by the sentence: 'An rVTG mRNA transcript of approximately 4.0 kb was extracted from hepatic tissue for Northern blot analysis, and the effects of 4-NP on rVTG mRNA expression in vivo with both male and female juvenile rockfish were examined.'?",No
10599484,Vitellogenins part of Scorpaenidae,126,The level of rVTG mRNA expression was increased 48 h after injection with 4-NP of 10 mg/kg body mass and after injection in both male and female rockfish.,False,Is the triple 'Vitellogenins part of Scorpaenidae' supported by the sentence: 'The level of rVTG mRNA expression was increased 48 h after injection with 4-NP of 10 mg/kg body mass and after injection in both male and female rockfish.'?,No
10599560,Vitellogenins part of Scorpaenidae,127,"The level of rVTG mRNA expression was increased 24 h after injection in male rockfish injected with 4-NP of 25 mg/kg body mass, while the level of rVTG mRNA expression was increased 12h after injection in female injected with same dosage.",False,"Is the triple 'Vitellogenins part of Scorpaenidae' supported by the sentence: 'The level of rVTG mRNA expression was increased 24 h after injection in male rockfish injected with 4-NP of 25 mg/kg body mass, while the level of rVTG mRNA expression was increased 12h after injection in female injected with same dosage.'?",No
10599747,Vitellogenins part of Scorpaenidae,128,"Concentrations of plasma rVTG in female injected with 4-NP of 10 and 25 mg/kg b.w. were increased 72 h after injection and reached 35 and 66 mg/mL, respectively.",False,"Is the triple 'Vitellogenins part of Scorpaenidae' supported by the sentence: 'Concentrations of plasma rVTG in female injected with 4-NP of 10 and 25 mg/kg b.w. were increased 72 h after injection and reached 35 and 66 mg/mL, respectively.'?",No
10599840,Vitellogenins part of Scorpaenidae,129,"In male, rVTG concentrations with the dosage of 25 mg/kg body mass were increased 72 h after injection and reached to 14 and 65 mg/mL at 168 h, respectively.",False,"Is the triple 'Vitellogenins part of Scorpaenidae' supported by the sentence: 'In male, rVTG concentrations with the dosage of 25 mg/kg body mass were increased 72 h after injection and reached to 14 and 65 mg/mL at 168 h, respectively.'?",No
10600338,Homologous Gene part of Hemicentrotus pulcherrimus,141,"Developmental expression of HpNanos, the Hemicentrotus pulcherrimus homologue of nanos.",True,"Is the triple 'Homologous Gene part of Hemicentrotus pulcherrimus' supported by the sentence: 'Developmental expression of HpNanos, the Hemicentrotus pulcherrimus homologue of nanos.'?",Yes
10600422,cDNA Library part of Gastrula,142,"The Hemicentrotus pulcherrimus homologue of nanos (HpNanos), that encodes a protein containing two CCHC zinc finger motifs, was isolated from a gastrula cDNA library.",True,"Is the triple 'cDNA Library part of Gastrula' supported by the sentence: 'The Hemicentrotus pulcherrimus homologue of nanos (HpNanos), that encodes a protein containing two CCHC zinc finger motifs, was isolated from a gastrula cDNA library.'?",Yes
10600456,Homologous Gene part of Hemicentrotus pulcherrimus,142,"The Hemicentrotus pulcherrimus homologue of nanos (HpNanos), that encodes a protein containing two CCHC zinc finger motifs, was isolated from a gastrula cDNA library.",True,"Is the triple 'Homologous Gene part of Hemicentrotus pulcherrimus' supported by the sentence: 'The Hemicentrotus pulcherrimus homologue of nanos (HpNanos), that encodes a protein containing two CCHC zinc finger motifs, was isolated from a gastrula cDNA library.'?",Yes
10600542,Blastocyst structure part of Mesenchyma,144,"Developmental northern blot analysis revealed that HpNanos mRNA markedly accumulated during the blastula stages, and then decreased in abundance at the mesenchyme blastula stage.",False,"Is the triple 'Blastocyst structure part of Mesenchyma' supported by the sentence: 'Developmental northern blot analysis revealed that HpNanos mRNA markedly accumulated during the blastula stages, and then decreased in abundance at the mesenchyme blastula stage.'?",No
