SENTENCE_ID,PMID,TYPE,NUMBER,SENT_START_INDEX,SENTENCE,SECTION_HEADER,NORMALIZED_SECTION_HEADER,Column,Column
5038,,,,,"The indirect (3.93 eV) and direct (3.29 eV) optical energy bandgaps, HOMO-LUMO energy gap (3.02 eV), and wavelength of maximum absorption (353 nm) were determined in the gas phase with M062X/6-31+G (d, p).",,,,
5039,,,,,"Although ""tonic dopamine"" (changes in minutes to hours) is critical for understanding the dopamine system, an electrochemical technique capable of simultaneously measuring phasic and tonic dopamine in an in vivo environment has not been established.",,,,
5040,,,,,Circadian phase was assessed via monthly 48-h urine collections to assess the 6-sulphatoxymelatonin (aMT6s) rhythm.,,,,
5041,,,,,"Preoperative DECT was performed and quantitative parameters (e.g., slope of the spectral Hounsfield unit curve [lambda     Hu      ], normalized iodine concentration [nIC], normalized effective atomic number [nZ     eff      ], and normalized electron density [nRho]) were measured on arterial phase (AP) and venous phase (VP) DECT imaging.",,,,
5042,,,,,Calculating the particle size distribution measured across each operating phase for the same instrument gave geometric mean diameters (   d     g          ) in the range of 0.080-0.256 um.,,,,
5043,,,,,"Before the surgery, all of the dogs underwent an effort test to classify the clinical severity of the disease and an endoscopic examination of the airways to determine the stage of severity of the laryngeal collapse.",,,,
5044,,,,,"The measurements of P1NP, IL-6 or M2BPGi along with the basic chemistry tests would help determine the stage of NAFLD they correspond to at the time of initial diagnosis and predict responsiveness after the treatment.",,,,
5045,,,,,We examined 14C-Urea Breath Test (UBT) and determined the stage of gastritis based on the Updated Sydney System classification.,,,,
5046,,,,,"These materials were then characterised by powder XRD, SEM, EDX and Raman spectroscopies to determine the crystalline phase, material morphology and uniformity of elemental composition.",,,,
5047,,,,,HR was computed from the oscillometric waves recorded during the deflation phase of the blood pressure measurement and was compared with HR measured by pulse palpation by two observers.,,,,
5048,,,,,"They underwent triple-phase cerebral CT angiography, and the collaterals were assessed separately using both single-phase and multiphase techniques.",,,,
5049,,,,,"In this study, action-absorption spectra and photoisomerization dynamics of three retinal derivatives are measured in the gas phase and compared to that of the protonated Schiff-base retinal.",,,,
5050,,,,,"Analysis of the functional features of transcription factors in embryonic and adult neurogenesis may not only lead to the improvement of reprogramming protocols, but also, via cell marker analysis, can exactly determine the stage of neurogenesis that a particular protocol will reach.",,,,
5051,,,,,"The morphology and crystalline phase were determined using scanning electron microscopy, X-ray diffraction, and high-resolution transmission electron microscopy.",,,,
5052,,,,,"Haematology and blood chemistry were collected at days 0, 14, and 28, and body weight, body condition score, feed intake, faecal output, faecal score, faecal moisture, and apparent total tract digestibility of dry matter and nutrients were measured during the collection phase.",,,,
5053,,,,,Expression of GCNA in the patients' testes biopsies and the stage of spermatogonial developmental arrest were determined by immunofluorescence and immunohistochemistry.,,,,
5054,,,,,"Due to the presence of multiple lymph nodes (LNs) in the mandibular lymphocentrum, clinicians may not know which specific LN they are sampling during routine fine needle aspirations, which introduces a source of uncertainty in accurately determining patient clinical stage.",,,,
5055,,,,,No risk factors other than grade assessed on biopsy and stage assessed from scans were associated with better prediction of localized cancer.,,,,
5056,,,,,ABSTRACT: The purpose of this study was to determine the glucose metabolism at delay phase measured by pretreatment dual-time-point 18F-fluorodeoxyglucose (18F-FDG) positron emission tomography (PET)/ computed tomography (CT) provides prognostic information independent of well-known prognostic factors in patients with intrahepatic or perihilar cholangiocarcinoma (ICC or PCC).,,,,
5057,,,,,Plasma levels that correspond to the steady-state phase were determined by homogeneous enzymatic immunoassay (EMITR).,,,,
5058,,,,,Peripapillary vitreous opacity (pVO) was searched in Ultra-wide field (UWF) scanning laser ophthalmoscopy and PVD stage was assessed through spectral-domain optical coherence tomography (SD-OCT).,,,,
5059,,,,,"Breathing pattern components (respiratory rate (RR), ratio of inspiration duration to expiration duration (Ti/Te), ratio of ribcage amplitude over abdominal amplitude during expiration phase (RCampe/ABampe), were measured using Structured Light Plethysmography (SLP) in a sitting position for 5-min.",,,,
5060,,,,,Three-dimensional volume measurements and power Doppler flow were determined at the rest phase and during the 1RM lift phase.,,,,
5061,,,,,The relationship between COVID-19 and the dental damage stage determined by radiological examination.,,,,
5062,,,,,"In a validation phase, placental DNA methylation was measured using bisulfite pyrosequencing for five candidate genes that showed the most significant alterations and function relevance in our methylation array screen, including BID (BH3 interacting domain death agonist), FOXN3 (Forkhead box N3), FOXP1 (Forkhead box P1), IGF2 (Insulin-like growth factor 2) and HSD11B2 (Hydroxysteroid 11-beta dehydrogenase 2).",,,,
5063,,,,,Ludwig's stage determined by liver biopsy did not correlate with the Mayo endoscopic score for UC.,,,,
5064,,,,,Histological examination of the lymph nodes (LNs) is crucial to determine the colorectal cancer (CRC) stage.,,,,
5065,,,,,"Within this manuscript, we report (1) improved single-particle tracking analysis of lipid diffusion, (2) comparison and consistency between diffusion measurement methods for non-Brownian diffusers, and (3) the application of these methods to measure the phase, temperature, and composition dependencies in lipid diffusion.",,,,
5066,,,,,"In the validation phase, CLs were assessed with both NBI and Blue Laser Imaging (BLI) by four external endoscopists in Japan.",,,,
5067,,,,,"METHODS: Forty-six participants (25 stroke survivors, STROKE, and 21 controls, CON) performed a maximal treadmill exercise test via the modified Naughton protocol while blood pressure was measured manually during each treadmill stage.",,,,
5068,,,,,The aim of this study was to determine whether the RI measured in the immediate post-transplant phase during intensive care unit admission can be used to predict delayed graft function (DGF).,,,,
5069,,,,,CONCLUSION: CRP level measured immediately before the rewarming phase may be useful biomarker for NE severity along with cord blood BD.,,,,
5070,,,,,The partition coefficients of steroids between the aqueous phase and the liposomal membranes were determined by the equilibrium dialysis.,,,,
5071,,,,,"SDD presence, stage, and subtype were determined using color fundus photographs, infrared reflectance, autofluorescence imaging, and SD-OCT.",,,,
5072,,,,,CKD stage was determined by estimated glomerular filtration rate (eGFR).,,,,
5073,,,,,"Total extracted RNA was subjected to high-throughput RNA sequencing, and rhythmic transcriptional data were evaluated using the Jonckheere-Terpstra-Kendall algorithm, Kyoto Encyclopedia of Genes and Genomes pathway analysis, Phase Set Enrichment Analysis, and time series cluster analysis to determine the phase, rhythmicity, and unique signature of the transcripts over temporally coordinated expression.",,,,
5074,,,,,All rabbits underwent pathological examination to determine the LF stage using the METAVIR classification system.,,,,
5075,,,,,Movement components of the jaw and tongue during nutritive and nonnutritive sucking were measured during baseline and intervention phases to assess the infants' sucking ability.,,,,
5076,,,,,Electronic charts were reviewed to analyse whether diagnosis of CVI was documented and to determine Fontaine stage of PAD.,,,,
5077,,,,,"Clinical stage was determined by endoscopic ultrasound, and early stage was defined as cT1-2 and cN0.",,,,
5078,,,,,"The telomere length in germinal vesicle stage (GV) and in metaphase I (MI) oocytes, as well as in the cumulus cells of immature (CCI) and mature oocytes (CCM), and in leukocytes was measured by qPCR.",,,,
5079,,,,,"Because of measurement differences with applanation tonometry and diurnal fluctuations, interpretation of the IOP measured with Icare HOME phasing can be challenging.",,,,
5080,,,,,"Characterization of volatile organic compounds (VOCs) in their liquid-phase by terahertz time-domain spectroscopy.In this work the terahertz spectra of benzene, toluene, p-xylene and styrene-four volatile organic compounds (VOCs) of interest in environmental pollution studies-have been measured in their liquid phase at room temperature using terahertz time-domain spectroscopy (THz-TDS).",,,,
5081,,,,,"Here, we analyzed the morphological characters of degenerative organ development by morphological and histological observations, and determined the critical stage of abortion that occurs at pre-meiosis in male and female flowers.",,,,
5082,,,,,The BrAC was measured at a 10-minute interval during the absorption phase and 30-minute interval during the elimination phase respectively.,,,,
5083,,,,,The amorphous phase was determined by X-ray diffraction and differential thermal analysis.,,,,
5084,,,,,"We delineated distinct phases of in vitro maturation during reprogramming of human neurons and assessed the cellular phenotypes of valproic acid (VPA), a teratogenic drug.",,,,
5085,,,,,"The analytes were separated on a Phenomenex Knietex(r) F5 column (100 mm*2.1 mm, 2.6 MUm) using 0.1% (v/v) formic acid-5 mmol/L ammonium formate/methanol as a mobile phase for gradient elution, and then determined by tandem mass spectrometry in positive and negative ESI modes under multiple reaction monitoring (MRM).",,,,
5086,,,,,"During a crossover nasal resistance phase (n = 55), nasal resistance was measured using posterior rhinomanometry with the strip applied on one of two nights.",,,,
5087,,,,,"Third, alginate-beet pectin mixtures were blended at pH 7 to promote segregation and the partitioning of the biopolymers between the upper and lower phases was determined using UV-visible spectrophotometry, colorimetry, and calcium sensitivity measurements.",,,,
5088,,,,,"Third, alginate-beet pectin mixtures were blended at pH 7 to promote segregation and the partitioning of the biopolymers between the upper and lower phases was determined using UV-visible spectrophotometry, colorimetry, and calcium sensitivity measurements.",,,,
5089,,,,,"The effects of growth phase and treatment time were evaluated based on Zeocin-induced DSBs, measured by CFGE.",,,,
5090,,,,,"In follow-up research, we plan to investigate the associations between the admission groups and outcome measures in the clinical phase.",,,,
5091,,,,,The CD4+ count and 46 covariates were repeatedly measured at each phase of the HIV disease progression.,,,,
5092,,,,,High-resolution manometry only measures the contraction phase of peristalsis.,,,,
5093,,,,,OBJECTIVE: To investigate the association between levels of hs-cTnI measured in the subacute phase after an ACS event and long-term prognosis in a highly admixed population.,,,,
5094,,,,,The aims of this study were to describe digital fluoroscopic excretory urography (DFEU) and to determine the urogram phases in healthy New Zealand rabbits.,,,,
5095,,,,,"In the first phase, users' specific affective factors for lactation rooms were determined using Semantic Differential.",,,,
5096,,,,,Serum IgG antibody phase I and II were determined by immunofluorescence assay.,,,,
5097,,,,,From our assessments it is advisable to apply a simplified system of self-control based on risk assessment and validation of critical phases including cleaning procedures for the galenic preparations.,,,,
5098,,,,,"However, the biological variability between samples is not the only variable affecting the readout of an immunoassay measurement and a considerable amount of unwanted or unintended variability can be quickly introduced during the pre-analytical and analytical phase.",,,,
5099,,,,,"Barium-133 and radium-226 were used as radiotracers and their concentrations in the aqueous phase were measured using liquid scintillation counting and gamma spectrometry, respectively.",,,,
5100,,,,,"Barium-133 and radium-226 were used as radiotracers and their concentrations in the aqueous phase were measured using liquid scintillation counting and gamma spectrometry, respectively.",,,,
5101,,,,,"Collectively, these data indicate that the BLA can either inhibit or promote choice of risky options, depending on the phase of the decision process in which it is active.SIGNIFICANCE STATEMENT To date, most behavioral neuroscience research on neural mechanisms of decision making has used techniques that preclude assessment of distinct phases of the decision process.",,,,
5102,,,,,"METHODS: Maximal oxygen uptake (VO2max), RBC, hemoglobin (Hb), hematocrit (Ht), mean corpuscular volume (MCV), mean corpuscular hemoglobin (MCH), mean corpuscular hemoglobin concentration (MCHC) and RBC distribution width (RDW) were determined in four characteristic training phases (transition, general subphase of the preparation phase, specific subphase of the preparation phase and competition phase).",,,,
5103,,,,,"METHODS: In the observational study, levels of sCK were measured during the acute and stable phases for patients with NMOSD and healthy controls (HCs).",,,,
5104,,,,,"Background Recently, diffusion-weighted imaging (DWI) and quantitative enhancement ratio measured at the hepatobiliary phase (HBP) of Gd-EOB-DTPA-enhanced magnetic resonance imaging (MRI) has been established as an effective method for evaluating liver fibrosis.",,,,
5105,,,,,The primary endpoint of the feasibility phase is to assess the rate of patient recruitment and randomisation.,,,,
5106,,,,,"This pilot study aimed at determining whether resting heart rate (HR) parameters measured in early poststroke phase (1) are associated with early-phase measures of depression and cognition and (2) could be used as new tools for early objective prediction of PSD or PSCI, which could be applicable to patients unable to answer usual questionnaires.",,,,
5107,,,,,"Forty medical students in the clinical phase assessed 18 chest radiographs during a computer test, either with (n = 20) or without (n = 20) the checklist.",,,,
5108,,,,,"Sanger sequencing of MERTK was completed on the patient's unaffected mother, affected brother, and unaffected sister to determine genetic phase.",,,,
5109,,,,,The competition and matching mechanisms were introduced to determine the formation probabilities of the MAX phase.,,,,
5110,,,,,"The cycle phase of each studied lemming population was determined using demographic analyses, i.e. current density indices (captured lemmings per 100 traps per 24 h), information on previous density (frequency of old lemming faeces and runways), and information from dendrochronological analyses revealing the most recent winters with a high intensity of willow-stem scarring caused by lemmings.",,,,
5111,,,,,Peak velocities in the rapid filling phase (R) and atrial contraction phase (A) were measured using two-dimensional Doppler echocardiography in the center of the mitral orifice in diastole.,,,,
5112,,,,,This prospective study aims to determine the optimal menstrual phase and uterine location to detect the thickest junctional zone by magnetic resonance imaging (MRI).,,,,
5113,,,,,"From the symmetry-selective probing of molecular bond orientation with nanometer spatial resolution, we determined crystalline phases and orientation in aggregates and films of the organic electronic material perylenetetracarboxylic dianhydride.",,,,
5114,,,,,"The electroencephalogram was measured in the practice phase to compare activity between motor imagery, motor execution, and a control condition in which responses should be withheld.",,,,
5115,,,,,Volumes and turnover rates of both rumen and abomasal liquid phases were measured by CrEDTA dilution.,,,,
5116,,,,,"According to our STM measurements, the higher Pb coverage phases (namely the so-called hexagonal incommensurate and [Formula: see text] reconstructions) present rather inert surfaces that allow easy diffusion of PTCDA molecules at room temperature and the formation of a well ordered first molecular layer which displays a herringbone reconstruction.",,,,
5117,,,,,"Linkage disequilibrium, persistence of phase, and effective population size in Spanish local beef cattle breeds assessed through a high-density single nucleotide polymorphism chip.",,,,
5118,,,,,Increased serum lactate dehydrogenase level measured in late phase was reduced by halofuginone treatment.,,,,
5119,,,,,"Functional assessment of the coordination performance was assessed by in-phase (IP) and anti-phase (AP) homolateral hand and foot coordination tasks performed at 80, 120, and 180 bpm.",,,,
5120,,,,,"Additionally, isotope fractionation of NaphS6 was determined in an overlaying hydrophobic carrier phase, resulting in more reliable enrichment factors compared to immobilizing the PAHs on the bottle walls without carrier phase.",,,,
5121,,,,,The bound Eu was dissociated from the solid phase by an enhancement solution and measured by time-resolved fluorometry.,,,,
5122,,,,,"Molecular assays and diagnostic imaging are routinely being used to stratify patients for treatment, monitor disease, and provide reliable early clinical phase assessments.",,,,
5123,,,,,Hemodynamic information is usually extracted via computational fluid dynamic (CFD) simulation on a previously extracted 3D aneurysm surface mesh or directly measured with 4D phase-contrast magnetic resonance imaging.,,,,
5124,,,,,"PATIENTS AND METHODS: For 22 Japanese children (including 3 patients who needed systemic corticosteroid therapy) diagnosed with Mycoplasma pneumoniae pneumonia, white blood cell counts and serum concentrations of interleukin-18, C-reactive protein, lactate dehydrogenase, and ferritin were determined in the acute and recovery phases.",,,,
5125,,,,,The distribution of the probes between phases was measured by electron paramagnetic resonance (EPR) spectroscopy.,,,,
5126,,,,,"Peptide crystallography involves selecting a suitable peptide, crystallizing the peptide, collecting X-ray diffraction data, processing the diffraction data, determining the crystallographic phases and generating an electron density map, building and refining models, and depositing the crystallographic structure in the Protein Data Bank (PDB).",,,,
5127,,,,,"Traveling waves have been described at a range of different spatial scales in the cortex; they explain a large proportion of the variance in phase measurements of EEG, MEG and ECoG, and are important for understanding cortical function.",,,,
5128,,,,,Immunohistochemistry for cell cycle phase markers and HBV antigens was used to determine host cell cycle phase.,,,,
5129,,,,,"A complete autopsy and histological study of all organs and surfaces of dismembered cadaveric sections, performed in order to determine the phases of death, are reported.",,,,
5130,,,,,Pearson correlation analysis compared variation of FA and ADC values with serum female hormone levels measured in MP.,,,,
5131,,,,,Modulation of the amplitude of high frequency oscillations (HFOs) by the phase of low frequency oscillations was measured by computing the modulation index (MI).,,,,
5132,,,,,This study aimed to evaluate HBsAg titers during the natural course of CHB and identify correlations between HBsAg titers and hepatitis B virus (HBV) DNA concentrations across different CHB phases measured using an immunoradiometric assay (IRMA).,,,,
5133,,,,,Masses of noble metal and iodine nuclides in the metallic noble metal phase extracted from spent fuel are measured using instrumental neutron activation analysis.,,,,
5134,,,,,"Among the characteristics studied were primary purpose, funding source, endpoint measurement, allocation, and trial phase.",,,,
5135,,,,,The conformation and structure of BINOL in the gas phase was determined by microwave rotational spectroscopy.,,,,
5136,,,,,"METHODS: A cohort of 419 Norwegian subjects with COPD, GOLD stage II-IV, aged 40-75, was followed up with up to seven ABGs, measured during stable phase for three years.",,,,
5137,,,,,"Fluoroscopy was used to measure the dynamic changes in PA length and the angular motion of the metatarsophalangeal joint of the first ray, measured during the stance phase (StPh) in 11 feet.",,,,
5138,,,,,"In addition potential pitfalls are discussed including: degenerative disc disease; vertebral collapse and infection; haematological malignancies; focal fatty deposits; age; menopause; phase and repositioning errors, and; fat surrounding the basivertebral vein.QCSI measurements of Ff can be used as an imaging biomarker for GD taking these pitfalls into account.",,,,
5139,,,,,"METHODS: A five-step sequential mixed method design was used: a qualitative phase to assess patients' experience of fatigue and its impact on their lives, and four mixed qualitative-quantitative phases to refine the scale and to assess its psychometric properties.",,,,
5140,,,,,CONCLUSIONS: This study demonstrates that phase and group velocities of ultrasound as determined by acoustic microscopy change and are dependent on the direction of the tooth structure.,,,,
5141,,,,,"Here we propose a hybrid measurement attack, with only linear optics, homodyne detection, and single photon detection, to the widely used vacuum + weak decoy state QKD system when the phase of source is partially randomized.",,,,
5142,,,,,"Before and after the coffee/water consumption phase, spontaneous strand breaks were determined by comet assay.",,,,
5143,,,,,"Biochemical methane potential tests were conducted and spectral indicators (including the ratio of ultraviolet-visible absorbance at 254nm to dissolved organic carbon concentration (SUVA254), the ratio of ultraviolet-visible absorbance measured at 465nm and 665nm (E4/E6), and the abundance of fluorescence peaks) were measured at different AD phases.",,,,
5144,,,,,"Infrared (IR) and VCD spectra were iteratively recorded after pumping a sample from the CHCl(3) phase through a lab-built VCD spectrometer equipped with a tunable mid-IR quantum cascade laser light source, which allows for VCD measurements even in the presence of strongly absorbing backgrounds.",,,,
5145,,,,,This comprehensive modelling and simulation approach could be used as a surrogate assessment of antiretroviral (ARV) activity where adequate early-phase dose-ranging studies are lacking in order to define target trough concentrations and possibly refine dosing recommendations.,,,,
5146,,,,,The 'phase problem' in crystallography results from the inability to directly measure the phases of individual diffracted X-ray waves.,,,,
5147,,,,,"METHODS: We analysed collaterals in a time-resolved fashion using four-dimensional (4D) CTA in 82 endovascularly treated stroke patients, aiming to determine which acquisition phase best depicts collaterals and predicts outcome.",,,,
5148,,,,,The presence of an intermediate crystallographic phase was assessed on the thermograms.,,,,
5149,,,,,"The sham-training phase was accompanied by two more fMRI measurements, resulting in five MRI sessions at intervals of 3 months for all participants.",,,,
5150,,,,,"18-Hydroxycortisol was extracted in solid-phase, and measured by LC-MS/MS based on selected reaction monitoring.",,,,
5151,,,,,The structures of the phenol dimer and phenol trimer complexes in the gas phase have been determined using chirped-pulse Fourier transform microwave spectroscopy in the 2-8 GHz band.,,,,
5152,,,,,AIM: The aim of the study was to evaluate the significance of serum creatinine level (SCL) and estimated glomerular filtration rate (eGFR) measured in an early phase of acute pancreatitis (AP) for prediction of pancreatic necrosis (PNec) and mortality.,,,,
5153,,,,,OBJECTIVES: We evaluated flow parameters measured by phase-contrast magnetic resonance (MR) imaging (PC-MRI) of the portal venous system and liver stiffness measured by MR elastography (MRE) to determine the usefulness of these methods in predicting gastroesophageal varices (GEV) in patients with chronic liver disease (CLD).,,,,
5154,,,,,"STUDY DESIGN, SIZE, DURATION: Thrombin generation and selected haemostatic parameters (fibrinogen, factor II, factor VII, factor VIII, factor X, von Willebrand factor, antithrombin and D-dimer) were measured during the two phases of a normal menstrual cycle in 102 healthy women not taking any form of hormone medication.",,,,
5155,,,,,"In(2)O(3) phase was formed on InGaN surface during the annealing process, which can be clearly observed by the measurements of auger electron spectroscopy, transmission electron microscopy and x-ray photoelectron spectroscopy.",,,,
5156,,,,,Optimal individual inversion time in brain arterial spin labeling perfusion magnetic resonance imaging: correlation with carotid hemodynamics measured with cine phase-contrast magnetic resonance imaging.,,,,
5157,,,,,Blood pH was also measured at each phase.,,,,
5158,,,,,Dacarbazine-vindesine-cisplatin treatment was evaluated in a phase II study of patients with disseminated malignant melanoma after the dose of cisplatin had been determined in a phase I study.,,,,
5159,,,,,Annual reproductive phases were determined by biometric and histologic analysis of gonads and interpreted according to new proposals for phase classification and stages of oocyte development (with special attention to germinal epithelium activity).,,,,
5160,,,,,"In the present study resting heart rate (HR) and blood pressure (BP), physical fitness index (PFI), peak HR and BP immediately after step test, and recovery HR and BP after step test were measured during different phases of the lunar month in 76 male university students (age 23.7 +/- 1.7 years).",,,,
5161,,,,,Tumor enhancement at dual-phase cone-beam CT in early arterial and delayed venous phases was assessed retrospectively with blinding to MR findings.,,,,
5162,,,,,"The film density, crystalline phase, and surface roughness (morphology) were measured by scanning electron microscopy, X-ray diffraction, UV-visible spectroscopy, and atomic force microscopy.",,,,
5163,,,,,"In synthesising combinatorial films with graded film thickness and phase, and applying established photocatalytic mapping methods, we were able to assess how dense thin-films of intimately mixed anatase-rutile mixtures affect photocatalytic performance.",,,,
5164,,,,,"METHODS: NP cells at passage 2 were infected by recombinant adenovirus carrying TGF-beta3 (Ad-TGF-beta3) gene (Ad-TGF-beta3 group), and then the cell biological features were observed by cell vitality assay, the expression of the TGF-beta3 protein was determined by Western blot, the expression of collagen type II in logarithmic growth phase was determined by immunocytochemistry.",,,,
5165,,,,,"Phase modulations introduced by fluctuations are measured using a quantitative shadowgraph method, with the optical axis parallel to the temperature gradient.",,,,
5166,,,,,"Heart rate, systemic blood pressure, skin temperature, serum protein and haematocrit measured during each phase of the study were similar.",,,,
