Predicate ID,Triple,Sentence ID,Sentence,Question,Label,Reference
16221361,Ibuprofen physically interacts with CYP1A2,1019,"CYP1A2, 2C19, 2D6 and 3A4 oxidize phospho-ibuprofen, but not ibuprofen; whereas CYP2C9 oxidizes ibuprofen, but not phospho-ibuprofen.","Is the triple ""Ibuprofen physically interacts with CYP1A2"" supported by the sentence: ""CYP1A2, 2C19, 2D6 and 3A4 oxidize phospho-ibuprofen, but not ibuprofen; whereas CYP2C9 oxidizes ibuprofen, but not phospho-ibuprofen.""?",True,
11332190,Ibuprofen physically interacts with CYP2C8,1020,"The main genetic factor for reduced clearance of R-(-)-ibuprofen is the CYP2C8*3 allele, whereas the clearance for S-(+)-ibuprofen is influenced by CYP2C8*3 and CYP2C9*3 alleles to a similar extent.","Is the triple ""Ibuprofen physically interacts with CYP2C8"" supported by the sentence: ""The main genetic factor for reduced clearance of R-(-)-ibuprofen is the CYP2C8*3 allele, whereas the clearance for S-(+)-ibuprofen is influenced by CYP2C8*3 and CYP2C9*3 alleles to a similar extent.""?",True,
11122119,Ibuprofen physically interacts with CYP2C9,1021,"Other dental therapeutic agents are substrates for CYP2C9 (celecoxib, ibuprofen and naproxen), CYP2D6 (codeine and tramadol), CYP3A4 (methylprednisolone) and CYP2E1 (acetaminophen).","Is the triple ""Ibuprofen physically interacts with CYP2C9"" supported by the sentence: ""Other dental therapeutic agents are substrates for CYP2C9 (celecoxib, ibuprofen and naproxen), CYP2D6 (codeine and tramadol), CYP3A4 (methylprednisolone) and CYP2E1 (acetaminophen).""?",True,
27669973,Ibuprofen affects CYP2C9,1022,"When residues 228-282 (containing SRS 3) of CYP2C9 were replaced by those of CYP2C19, the chimera retained appreciable activity for diclofenac and ibuprofen, and tolbutamide activity was inhibited by a specific CYP2C9 inhibitor, sulfaphenazole.","Is the triple ""Ibuprofen affects CYP2C9"" supported by the sentence: ""When residues 228-282 (containing SRS 3) of CYP2C9 were replaced by those of CYP2C19, the chimera retained appreciable activity for diclofenac and ibuprofen, and tolbutamide activity was inhibited by a specific CYP2C9 inhibitor, sulfaphenazole.""?",True,
21639719,Ibuprofen affects UGT2B7,1023,"Glucuronidation of 20-HETE by UGT2B7 and UGT1A9 recombinant enzymes was significantly inhibited by indomethacin, mefanemic acid, diclofenac, ibuprofen, naproxen, and celecoxib (P < 0.001).","Is the triple ""Ibuprofen affects UGT2B7"" supported by the sentence: ""Glucuronidation of 20-HETE by UGT2B7 and UGT1A9 recombinant enzymes was significantly inhibited by indomethacin, mefanemic acid, diclofenac, ibuprofen, naproxen, and celecoxib (P < 0.001).""?",True,
21070788,Ibuprofen affects PTGS2,1024,"Thus, selective COX-2 inhibition can significantly reduce the adverse effects including GI tract damage and hepatotoxic effects of traditional NSAIDs like aspirin, ibuprofen, etc.","Is the triple ""Ibuprofen affects PTGS2"" supported by the sentence: ""Thus, selective COX-2 inhibition can significantly reduce the adverse effects including GI tract damage and hepatotoxic effects of traditional NSAIDs like aspirin, ibuprofen, etc.""?",True,
21070788,Ibuprofen affects PTGS2,1025,"Thus, selective COX-2 inhibition can significantly reduce the adverse effects including GI tract damage and hepatotoxic effects of traditional NSAIDs like aspirin, ibuprofen, etc.","Is the triple ""Ibuprofen affects PTGS2"" supported by the sentence: ""Thus, selective COX-2 inhibition can significantly reduce the adverse effects including GI tract damage and hepatotoxic effects of traditional NSAIDs like aspirin, ibuprofen, etc.""?",True,
17790144,Ibuprofen affects ASIC1,1026,"Taken together, our data showed that amiloride, PcTX1, and ibuprofen decreased ASIC protein expression and thereby exerted protective effects from ASIC inhibition-mediated cell damage.","Is the triple ""Ibuprofen affects ASIC1"" supported by the sentence: ""Taken together, our data showed that amiloride, PcTX1, and ibuprofen decreased ASIC protein expression and thereby exerted protective effects from ASIC inhibition-mediated cell damage.""?",True,
16185008,Ibuprofen affects UGT2B17,1027,"Previous reports have revealed that non-steroidal, anti-inflammatory drugs, diclofenac and ibuprofen, inhibit the UGT2B17 enzyme.","Is the triple ""Ibuprofen affects UGT2B17"" supported by the sentence: ""Previous reports have revealed that non-steroidal, anti-inflammatory drugs, diclofenac and ibuprofen, inhibit the UGT2B17 enzyme.""?",True,
15736170,Ibuprofen affects CYP2D6,1028,"Quinidine, fluoxetine, fluvoxamine, and ibuprofen were chosen to represent impurities as they inhibit CYP2D6 to varying degrees.","Is the triple ""Ibuprofen affects CYP2D6"" supported by the sentence: ""Quinidine, fluoxetine, fluvoxamine, and ibuprofen were chosen to represent impurities as they inhibit CYP2D6 to varying degrees.""?",True,
15311951,Ibuprofen affects CYP2C19,1029,"Interactions described include those between aspirin and ibuprofen, aspirin and other nonsteroidal anti-inflammatory drugs (NSAIDs), and the thienopyridine, clopidogrel, and drugs inhibiting CYP2C19, notably the proton pump inhibitors (PPI) omeprazole and esomeprazole.","Is the triple ""Ibuprofen affects CYP2C19"" supported by the sentence: ""Interactions described include those between aspirin and ibuprofen, aspirin and other nonsteroidal anti-inflammatory drugs (NSAIDs), and the thienopyridine, clopidogrel, and drugs inhibiting CYP2C19, notably the proton pump inhibitors (PPI) omeprazole and esomeprazole.""?",True,
13056328,Ibuprofen affects FAAH,1030,"Ibu-am5 inhibited the binding of [3H]-CP55,940 to rat brain CB1 and human CB2 cannabinoid receptors more potently than ibuprofen, but the increase in potency was less than the corresponding increase in potency seen for inhibition of FAAH activity.","Is the triple ""Ibuprofen affects FAAH"" supported by the sentence: ""Ibu-am5 inhibited the binding of [3H]-CP55,940 to rat brain CB1 and human CB2 cannabinoid receptors more potently than ibuprofen, but the increase in potency was less than the corresponding increase in potency seen for inhibition of FAAH activity.""?",True,
11187716,Ibuprofen affects DDIT3,1031,"NSAIDs other than indomethacin (diclofenac, ibuprofen and celecoxib) also induced CHOP.","Is the triple ""Ibuprofen affects DDIT3"" supported by the sentence: ""NSAIDs other than indomethacin (diclofenac, ibuprofen and celecoxib) also induced CHOP.""?",True,
11150354,Ibuprofen affects SLC5A8,1032,SMCT was strongly inhibited by 1 mm probenecid or ibuprofen.,"Is the triple ""Ibuprofen affects SLC5A8"" supported by the sentence: ""SMCT was strongly inhibited by 1 mm probenecid or ibuprofen.""?",True,
11332191,Ibuprofen affects CYP2C9,1033,"As compared with individuals with no mutations, individuals with the common genotype CYP2C8*1/*3 plus CYP2C9*1/*2 (19% of the population) displayed decreased ibuprofen clearance (mean, 65% [95% CI, 42%-89%]; P <.001).","Is the triple ""Ibuprofen affects CYP2C9"" supported by the sentence: ""As compared with individuals with no mutations, individuals with the common genotype CYP2C8*1/*3 plus CYP2C9*1/*2 (19% of the population) displayed decreased ibuprofen clearance (mean, 65% [95% CI, 42%-89%]; P <.001).""?",True,
18333090,Ivabradine coexists with MALAT1,1034,"BACKGROUND: Ivabradine is an inhibitor of mixed Na+-K+ current that could combine with HCN channels to reduce the transmembrane velocity of funny current (If), heart rate, and cardiac efficiency, and thus be used for the treatment of cardiovascular diseases such as chronic heart failure.","Is the triple ""Ivabradine coexists with MALAT1"" supported by the sentence: ""BACKGROUND: Ivabradine is an inhibitor of mixed Na+-K+ current that could combine with HCN channels to reduce the transmembrane velocity of funny current (If), heart rate, and cardiac efficiency, and thus be used for the treatment of cardiovascular diseases such as chronic heart failure.""?",True,
19114135,Ivabradine coexists with CYP3A4,1035,"However, more research must be undertaken in order to determine the role of variants in HCN4 and CYP3A4 genes in response to ivabradine.","Is the triple ""Ivabradine coexists with CYP3A4"" supported by the sentence: ""However, more research must be undertaken in order to determine the role of variants in HCN4 and CYP3A4 genes in response to ivabradine.""?",True,
19114134,Ivabradine coexists with HCN4,1036,"However, more research must be undertaken in order to determine the role of variants in HCN4 and CYP3A4 genes in response to ivabradine.","Is the triple ""Ivabradine coexists with HCN4"" supported by the sentence: ""However, more research must be undertaken in order to determine the role of variants in HCN4 and CYP3A4 genes in response to ivabradine.""?",True,
16703799,Ivabradine physically interacts with HCN4,1037,Identification of the molecular site of ivabradine binding to HCN4 channels.,"Is the triple ""Ivabradine physically interacts with HCN4"" supported by the sentence: ""Identification of the molecular site of ivabradine binding to HCN4 channels.""?",True,
13572358,Ivabradine physically interacts with HCN1,1038,"CONCLUSION: We conclude that (1) I(f)-associated tachyarrhythmias-if they occur with HCN-based biological pacemakers-can be controlled with I(f)-inhibiting drugs such as IVB; (2) in vitro, IVB appears to have a greater steady state inhibiting effect on HCN1 and HCN212 isoforms than on HCN4; and (3) VT originating from the HCN212 injection site is suppressed more readily than sinus rhythm.","Is the triple ""Ivabradine physically interacts with HCN1"" supported by the sentence: ""CONCLUSION: We conclude that (1) I(f)-associated tachyarrhythmias-if they occur with HCN-based biological pacemakers-can be controlled with I(f)-inhibiting drugs such as IVB; (2) in vitro, IVB appears to have a greater steady state inhibiting effect on HCN1 and HCN212 isoforms than on HCN4; and (3) VT originating from the HCN212 injection site is suppressed more readily than sinus rhythm.""?",True,
18841904,Ivabradine physically interacts with CYP3A4,1039,"Ivabradine is extensively metabolized by cytochrome P450 3A4, and its metabolism is affected by inducers and inhibitors of the 3A4 enzyme.","Is the triple ""Ivabradine physically interacts with CYP3A4"" supported by the sentence: ""Ivabradine is extensively metabolized by cytochrome P450 3A4, and its metabolism is affected by inducers and inhibitors of the 3A4 enzyme.""?",True,
16703802,Ivabradine physically interacts with HCN4,1040,"We thus sought to investigate by mutagenesis and in silico analysis which residues of the HCN4 channel, the HCN isoform expressed in the sinoatrial node, are involved in the binding of ivabradine.","Is the triple ""Ivabradine physically interacts with HCN4"" supported by the sentence: ""We thus sought to investigate by mutagenesis and in silico analysis which residues of the HCN4 channel, the HCN isoform expressed in the sinoatrial node, are involved in the binding of ivabradine.""?",True,
16703801,Ivabradine physically interacts with MALAT1,1041,"Different studies suggest that the binding site of ivabradine is located in the inner vestibule of HCN channels, but the molecular details of ivabradine binding are unknown.","Is the triple ""Ivabradine physically interacts with MALAT1"" supported by the sentence: ""Different studies suggest that the binding site of ivabradine is located in the inner vestibule of HCN channels, but the molecular details of ivabradine binding are unknown.""?",True,
18292427,Ivabradine affects MALAT1,1042,"BACKGROUND: Ivabradine is a specific bradycardic agent used in coronary artery disease and heart failure, lowering heart rate through inhibition of sinoatrial nodal HCN-channels.","Is the triple ""Ivabradine affects MALAT1"" supported by the sentence: ""BACKGROUND: Ivabradine is a specific bradycardic agent used in coronary artery disease and heart failure, lowering heart rate through inhibition of sinoatrial nodal HCN-channels.""?",True,
12313073,Ivabradine affects HCN4,1043,"In summary our results indicate that ivabradine is an 'open-channel' blocker of hHCN4, and a 'closed-channel' blocker of mHCN1 channels.","Is the triple ""Ivabradine affects HCN4"" supported by the sentence: ""In summary our results indicate that ivabradine is an 'open-channel' blocker of hHCN4, and a 'closed-channel' blocker of mHCN1 channels.""?",True,
19114132,Ivabradine affects CYP3A4,1044,Analysis of variants in the HCN4 gene and in three single nucleotide polymorphisms of the CYP3A4 gene for association with ivabradine reduction in heart rate: A preliminary report.,"Is the triple ""Ivabradine affects CYP3A4"" supported by the sentence: ""Analysis of variants in the HCN4 gene and in three single nucleotide polymorphisms of the CYP3A4 gene for association with ivabradine reduction in heart rate: A preliminary report.""?",True,
17255834,Ranolazine coexists with SCN5A,1045,"Sodium channel blockers such as mexiletine, flecainide, and ranolazine could be treatment options in LQT3.","Is the triple ""Ranolazine coexists with SCN5A"" supported by the sentence: ""Sodium channel blockers such as mexiletine, flecainide, and ranolazine could be treatment options in LQT3.""?",True,
17255834,Ranolazine coexists with SCN5A,1046,"Sodium channel blockers such as mexiletine, flecainide, and ranolazine could be treatment options in LQT3.","Is the triple ""Ranolazine coexists with SCN5A"" supported by the sentence: ""Sodium channel blockers such as mexiletine, flecainide, and ranolazine could be treatment options in LQT3.""?",True,
19262445,Ranolazine physically interacts with SCN5A,1047,"We, therefore, evaluated the effects of ranolazine in LQT3 caused by the D1790G mutation in SCN5A.","Is the triple ""Ranolazine physically interacts with SCN5A"" supported by the sentence: ""We, therefore, evaluated the effects of ranolazine in LQT3 caused by the D1790G mutation in SCN5A.""?",True,
19262445,Ranolazine physically interacts with SCN5A,1048,"We, therefore, evaluated the effects of ranolazine in LQT3 caused by the D1790G mutation in SCN5A.","Is the triple ""Ranolazine physically interacts with SCN5A"" supported by the sentence: ""We, therefore, evaluated the effects of ranolazine in LQT3 caused by the D1790G mutation in SCN5A.""?",True,
23471283,Ranolazine physically interacts with SCN5A,1049,"Here, we investigated the impact of accessory NaVbeta1 and NaVbeta3 subunits on the functional effects of two well-known Class-Ib antiarrhythmics, lidocaine and ranolazine, on the predominant NaV channel alpha subunit, Nav1.5, expressed in mammalian heart.","Is the triple ""Ranolazine physically interacts with SCN5A"" supported by the sentence: ""Here, we investigated the impact of accessory NaVbeta1 and NaVbeta3 subunits on the functional effects of two well-known Class-Ib antiarrhythmics, lidocaine and ranolazine, on the predominant NaV channel alpha subunit, Nav1.5, expressed in mammalian heart.""?",True,
23471283,Ranolazine physically interacts with SCN5A,1050,"Here, we investigated the impact of accessory NaVbeta1 and NaVbeta3 subunits on the functional effects of two well-known Class-Ib antiarrhythmics, lidocaine and ranolazine, on the predominant NaV channel alpha subunit, Nav1.5, expressed in mammalian heart.","Is the triple ""Ranolazine physically interacts with SCN5A"" supported by the sentence: ""Here, we investigated the impact of accessory NaVbeta1 and NaVbeta3 subunits on the functional effects of two well-known Class-Ib antiarrhythmics, lidocaine and ranolazine, on the predominant NaV channel alpha subunit, Nav1.5, expressed in mammalian heart.""?",True,
