11,,,,,"To investigate the pathogenetic contribution of the several parasitic factors involved, the following procedures were performed in rats: a) regarding the role of eggs, these were isolated and injected either into the peritoneal cavity or directly into the liver parenchyma; b) for worms alone, 15-day-old infection was treated with mebendazole, killing the parasites before oviposition started; c) for both eggs and worms, rats at the 30th day of infection were treated with either mebendazole or ivermectin.",,,,
12,,,,,"The findings suggest that only a course of mebendazol had a minor effect on the control of helminth infections.",,,,
13,,,,,"We report the case of a 47-year-old female patient, suffering from multiple hydatid cysts of the liver, in whom hepatitis developed after mebendazole treatment.",,,,
14,,,,,"Morphological changes in cysticerci of Taenia taeniaeformis after mebendazole treatment.",,,,
15,,,,,"Of 22,843 women who had newborns or fetuses with congenital abnormalities, 14 were found to have been treated with mebendazole for intestinal nematoda infections/diseases during pregnancy (crude POR: 1.8 with 95% CI: 0.7-4.2).",,,,
16,,,,,"In conclusion, our study showed that this broad-spectrum anthelminthic could be repurposed as a novel therapy for ulcerative colitis without any observed side effects, however, regarding the concerns about the potential toxicity of MBZ in UC patients, future experiments on MBZ therapy in other models of UC is needed to completely address the toxicity concerns.",,,,
17,,,,,"The effectiveness of TBZ was much higher with the treatment at 150 mg/L TBZ at 52 degrees C, providing 91% control of severe CI and approximately 89% suppression of decay; no treatment damage occurred during storage and SMP.",,,,
18,,,,,"The mean weight gain for the MSRB treated steers showed a significant advantage (70.9 lb) over the untreated animals, but was not significantly different from those which received thiabendazole.",,,,
19,,,,,"Ivermectin appears to be the drug of choice in Strongyloides stercoralis infections, a single dose is highly effective with less frequent side effects than thiabendazole.",,,,
20,,,,,"A 55-yr-old man developed prolonged jaundice and sicca complex after a course of thiabendazole therapy.",,,,
21,,,,,"We report the second case of a patient with intrahepatic cholestasis that developed after treatment with thiabendazole and progressed to severe micronodular cirrhosis.",,,,
22,,,,,"Two subjects experienced severe nausea and vomiting during thiabendazole therapy.",,,,
23,,,,,"Two subjects experienced severe nausea and vomiting during thiabendazole therapy.",,,,
24,,,,,"Aplastic anemia during treatment with albendazole.",,,,
25,,,,,"Demographic data, organs of involvement, clinical presentations and investigations, response to oral albendazole therapy, surgical procedures, operative findings, perioperative clinical courses, and surgical outcomes were recorded.",,,,
26,,,,,"Notably, this child had a remarkably positive outcome with near complete recovery of neurologic function after treatment with albendazole and steroids.",,,,
27,,,,,"A recombinant-based ELISA evaluating the efficacy of netobimin and albendazole in ruminants with naturally acquired fascioliasis.",,,,
28,,,,,"The natural history of ocular neurocysticercosis or enhanced sub-retinal inflammation due to Albendazole therapy could have resulted in the retinal detachment in this case.",,,,
29,,,,,"The study population was assessed for helminthic infection and those found to be positive were randomly assigned to either an albendazole treatment group or a control group who received a placebo.",,,,
30,,,,,"DISCUSSION: Our case confirms that Loa loa treatment-related encephalopathy may occur even during albendazole treatment.",,,,
31,,,,,"To reduce migration of Toxocara larvae a single course of albendazole is suggested in cases where eosinophilia and serology are at least moderately positive.",,,,
32,,,,,"In patients with jaundice due to hilar invasion, biliary diversion from segment 3 or 5 is effective for palliation of the jaundice and facilitates albendazole treatment.",,,,
33,,,,,"Those without LMD or PDCs can be effectively managed with long-term albendazole, artificially inducing larval involution.",,,,
34,,,,,"Thrombocytopenia caused by albendazole in a patient with Sjogren's syndrome: A case report.",,,,
35,,,,,"CONCLUSION: Single dose pretreatment with Albendazole could ameliorate inflammatory response and enhance ischemia threshold following induction of MIR injury.",,,,
36,,,,,"Signs of toxicosis were not observed in calves treated with albendazole.",,,,
37,,,,,"These were more frequent in albendazole-treated than in mebendazole-treated cysts (82.2% vs. 56.1%; P < .001).",,,,
38,,,,,"One of the 7 patients, with underlying IgG4 sclerosing cholangitis and secondary biliary cirrhosis was on immunosuppressives and developed severe pancytopenia 15 days after albendazole treatment.",,,,
39,,,,,"Albendazole was used in four patients with multiple hydatid cyst due to probable recurrence in the postoperative period.",,,,
40,,,,,"For instance, there are more published reports of enterococcal superinfection in patients treated with moxalactam than in patients receiving the other third-generation cephalosporins.",,,,
41,,,,,"Fatal pulmonary hemorrhage occurred on the eighth day of moxalactam therapy.",,,,
42,,,,,"Due to increasing multidrug resistance, choosing appropriate antimicrobial agents such as moxalactam, imipenem, and ciprofloxacin should be highly recommended for the treatment of S. marcescens infections.",,,,
43,,,,,"The most severe coagulopathies occurred prior to moxalactam therapy and were seen only in those patients who had shock requiring 10 or more units of blood.",,,,
44,,,,,"Previous clinical studies have emphasized that hypoprothrombinemia may occur during treatment with moxalactam disodium, a new broad-spectrum cephalosporin.",,,,
45,,,,,"PATIENTS: Patients with osteoarthritis receiving treatment with ibuprofen, piroxicam, or naproxen and experiencing abdominal pain were eligible.",,,,
46,,,,,"Treatment with ibuprofen is safer, decreasing the risk of renal failure, thrombocytopenia, and hyponatremia.",,,,
47,,,,,"We conclude that ibuprofen reversed the IL-1beta-induced shock by restoring the systemic vascular resistance to normal and thereby normalized the VO2/DO2 relation in the supply-independent range of DO2.",,,,
48,,,,,"Treatment with ibuprofen is safer, decreasing the risk of renal failure, thrombocytopenia, and hyponatremia.",,,,
49,,,,,"Treatment with ibuprofen is safer, decreasing the risk of renal failure, thrombocytopenia, and hyponatremia.",,,,
