1018,,,,,Introduction:     The comparison of ibuprofen with acetaminophen for blood pressure (BP) in preeclampsia remains controversial.,,,,
1019,,,,,"Taken together, our findings reveal that ibuprofen could induce ferroptosis of glioblastoma cells via downregulation of Nrf2 signaling pathway and is a potential drug for glioma treatment.",,,,
1020,,,,,Ibuprofen (IBU) and phenylephrine hydrochloride (PE) were commonly used for common cold due to their different effects in relieving fever and the main symptoms such as nasal congestion and high sinus pressure.,,,,
1021,,,,,"Therefore, the objective of this study was to investigate the local delivery of the NSAIDs model drug ibuprofen to treat periodontitis using different types of gel formulations (hydrogel, oleogel, and bigel).",,,,
1022,,,,,Does the Use of Ibuprofen in Children with Extremity Fractures Increase their Risk for Bone Healing Complications?,,,,
1023,,,,,"Finally, anti-inflammatory drug ibuprofen ameliorated the peripheral surgical wounding-induced cognitive impairment in 18 month-old mice.",,,,
1024,,,,,"In the last several years, several topical NSAIDs including either diclofenac ibuprofen or salicylates for chronic pain have been approved in the United States while similar drugs have been available in Europe for years.",,,,
1025,,,,,Patent ductus arteriosus (PDA) is the most common cardiovascular abnormality of the preterm infant usually treated with ibuprofen (IBU).,,,,
1026,,,,,"In an open three-center pilot study, 17 patients suffering from chronic persistent pain syndrome, due to osteoarthritis of the hip and knee or spondylarthrosis, were treated orally with 1800-2400 mg Ibuprofen per day for 3 weeks.",,,,
1027,,,,,"The patient presented with a 6-month history of neck pain with radiation into the shoulder and arm on the left side, which was relieved by ibuprofen.",,,,
1028,,,,,"Treatment with nonselective anti-inflammatory drugs ibuprofen, indomethacin, or salicylic acid did not show any effect on angiotensin II-induced superoxide production, hypertension, or cardiac hypertrophy.",,,,
1029,,,,,Addition of ibuprofen to pseudoephedrine and chlorpheniramine in the treatment of seasonal allergic rhinitis.,,,,
1030,,,,,This should be considered to assess pharmacokinetic-pharmacodynamic relationships of ibuprofen in premature neonates and subsequently to understand and refine the use of ibuprofen in managing PDA either as a prophylactic or curative treatment.,,,,
1031,,,,,"A 57-year-old woman believed that ibuprofen, prescribed for back pain, improved her idiopathic chronic cough that had been resistant to inhaled and oral corticosteroids.",,,,
1032,,,,,"A multicenter, randomized, double-blind, double-dummy, placebo- and active-controlled, parallel-group comparison of diclofenac-K and ibuprofen for the treatment of adults with influenza-like symptoms.",,,,
1033,,,,,"Eight preparations contained synthetic drugs (e.g. benzodiazepines and tricyclic antidepressants in sedative preparations, cyproheptadine in a remedy to gain bodyweight, ibuprofen and dipyrone in herbal capsules used to treat rheumatism).",,,,
1034,,,,,Preliminary comparison of bromelain and Ibuprofen for delayed onset muscle soreness management.,,,,
1035,,,,,"BACKGROUND: Rofecoxib is a selective cyclooxygenase-2 inhibitor indicated for the treatment of acute pain, with similar analgesic efficacy to ibuprofen and naproxen sodium.",,,,
1036,,,,,CONCLUSION: Continuous low-level heat wrap therapy was superior to both acetaminophen and ibuprofen for treating low back pain.,,,,
1037,,,,,"To determine the effectiveness of oral glucosamine with ibuprofen for the relief of joint pain in osteoarthritis a mini-review (Griffiths, 2002) of double-blind randomized controlled trials comparing the two was undertaken.",,,,
1038,,,,,"In conclusion, NCX-2216 is more efficacious than ibuprofen or celecoxib in clearing Abeta deposits from the brains of Tg mice, implying potential benefit in the treatment of Alzheimer's dementia.",,,,
1039,,,,,"Ibuprofen attenuates early lung injury in endotoxemic, neutropenic rats.",,,,
1040,,,,,CONCLUSION: Continuous low-level topical heat therapy was as effective as ibuprofen for the treatment of dysmenorrhea.,,,,
1041,,,,,Is the combination of ibuprofen and caffeine effective for the treatment of a tension-type headache?,,,,
1042,,,,,"Evaluation of a novel solubilized formulation of ibuprofen in the treatment of migraine headache: a randomized, double-blind, placebo-controlled, dose-ranging study.",,,,
1043,,,,,"A randomized trial measuring fecal blood loss after treatment with rofecoxib, ibuprofen, or placebo in healthy subjects.",,,,
1044,,,,,Ibuprofen or aspirin in rheumatoid arthritis therapy.,,,,
1045,,,,,"DESIGN: Ginger extract was compared to placebo and Ibuprofen in patients with osteoarthritis of the hip or knee in a controlled, double blind, double dummy, cross-over study with a wash-out period of one week followed by three treatment periods in a randomized sequence, each of three weeks duration.",,,,
1046,,,,,"Besides oxygen, acetazolamide, dexamethasone and especially inhibitors of prostaglandin synthesis such as ibuprofen and naproxen are approved for the treatment of HAH.",,,,
1047,,,,,OBJECTIVE: To evaluate the effect of intravenous ibuprofen and indomethacin for treatment of patent ductus arteriosus (PDA) on mesenteric and renal blood flow velocity in preterm infants.,,,,
1048,,,,,"The WOMAC detected significant differences between ibuprofen and placebo for pain and physical functioning, whereas the SF-36 detected differences for the bodily pain subscale.",,,,
1049,,,,,"I take ibuprofen regularly for my arthritis, but I've heard that it may lead to kidney damage.",,,,
1050,,,,,Paracetamol or ibuprofen in febrile children.,,,,
2,,,,,Evaluation of granulated fenbendazole (22.2%) against induced and naturally occurring helminth infections in cats.,,,,
3,,,,,Fenbendazole resistance in O. ostertagi was confirmed with a total treatment failure in reducing worm burden: efficacy of 0%.,,,,
4,,,,,Symptoms of perianal itching and visualization of visible motile worms persisted for 6 months despite being treated with multiple courses of albendazole causing a lot of frustration and distress to the caregivers.,,,,
5,,,,,"Ovicidal effects of albendazole in human ascariasis, ancylostomiasis and trichuriasis.",,,,
6,,,,,"A combination of drugs Ivermectin, Diethylcarbamazine citrate and Albendazole is recommended by WHO to accelerate the Global Programme to Eliminate Lymphatic Filariasis (GPELF).",,,,
7,,,,,Effect of albendazole in experimental toxocariasis of mice.,,,,
8,,,,,"Given the low helminth prevalence in our children, the effect of albendazole on malaria is likely to be direct.",,,,
9,,,,,"Mass co-administration of ivermectin and albendazole by the LFEP had a significant effect on STH, which was further amplified by treatment with praziquantel and albendazole 4 months later.",,,,
10,,,,,The effect of single dose ivermectin alone or in combination with albendazole on Wuchereria bancrofti infection in primary school children in Tanzania.,,,,
11,,,,,"Additionally, compared with albendazole, it resulted in a significant reduction in adult worm and total larval counts; moreover, it caused a decrease in the number of larvae deposited in muscles, with a highly significant decrease in the inflammatory cell infiltrate around the larvae and a considerable decrease in the expression of the angiogenic marker vascular endothelial growth factor in muscles.",,,,
12,,,,,"Quarterly albendazole during childhood was associated with reduced incidence of clinical malaria (HR 0.85 (95% CI 0.73-0.98), p = 0.03).",,,,
13,,,,,CONCLUSIONS: Mebendazole and albendazole showed reduced efficacy against Ascaris lumbricoides and hookworm infections at the recommended doses.,,,,
14,,,,,Evaluation of effectiveness of diethylcarbamazine/albendazole combination in reduction of Wuchereria bancrofti infection using multiple infection parameters.,,,,
15,,,,,"Our evaluation suggests that although additional studies are needed to determine optimal treatment regimens for intestinal parasites, especially among young children and pregnant women, a five-day course of pre-departure albendazole was effective in reducing helminthic infection in treated refugees.",,,,
16,,,,,"The purpose of this study was the development and validation of an LC-MS-MS method for simultaneous analysis of ibuprofen (IBP), 2-hydroxyibuprofen (2-OH-IBP) enantiomers, and carboxyibuprofen (COOH-IBP) stereoisomers in fungi culture medium, to investigate the ability of some endophytic fungi to biotransform the chiral drug IBP into its metabolites.",,,,
17,,,,,"AIMS: To carry out a randomized clinical trial to compare the effect of palmitoylethanolamide (PEA) versus ibuprofen, a nonsteroidal anti-inflammatory drug (NSAID), for pain relief in temporomandibular joint (TMJ) osteoarthritis or arthralgia.",,,,
18,,,,,"We investigated the analgesic efficacy of single doses of ibuprofen, tramadol and pregabalin in menthol-evoked cold pain in a randomized, placebo-controlled four-way cross-over study in 20 healthy volunteers.",,,,
19,,,,,Double blind study on emorfazone and ibuprofen in dental pain and inflammation.,,,,
20,,,,,Glucosamine sulfate compared to ibuprofen in osteoarthritis of the knee.,,,,
21,,,,,INTRODUCTION: The anti-inflammatory and anticoagulant effects of ibuprofen and heparin may enhance skin perfusion in cutaneous scald burns.,,,,
22,,,,,"CONCLUSIONS: Ibuprofen-induced patent ductus arteriosus closure improved pulmonary mechanics, decreased total lung water, increased epithelial sodium channel expression, and decreased the detrimental effects of preterm birth on alveolarization.",,,,
23,,,,,Protein profile in neuroblastoma cells incubated with S- and R-enantiomers of ibuprofen by iTRAQ-coupled 2-D LC-MS/MS analysis: possible action of induced proteins on Alzheimer's disease.,,,,
24,,,,,Protective effect of glucosamine against ibuprofen-induced peptic ulcer in rats.,,,,
25,,,,,Ibuprofen-induced fever in Sjogren's syndrome.,,,,
26,,,,,There have been no prior definite cases reported of ibuprofen-induced pancreatitis.,,,,
27,,,,,"RESULTS: None of the studies established any of the COX-2 inhibitors as clearly better than ibuprofen, the current gold standard for the treatment of surgically induced dental pain.",,,,
28,,,,,Noncardiogenic pulmonary edema due to ibuprofen.,,,,
29,,,,,"In a double-blind cross-over study on 22 healthy subjects the analgesic efficacies of the antipyretic analgesic drugs ibuprofen, dipyrone and paracetamol were tested against placebo using a model of experimentally induced pain.",,,,
30,,,,,Unaltered ibuprofen-induced faecal blood loss upon coadministration of moclobemide.,,,,
31,,,,,The C5a antagonist (1 or 3 mg/kg/day) and/or ibuprofen (30 mg/kg/day) were administered orally on a daily basis either before or after arthritis induction.,,,,
32,,,,,RESULTS: Ketoprofen 50 mg t.d.s. suppressed prostaglandin synthesis to a significantly greater extent than ibuprofen and caused significantly more gastroduodenal injury.,,,,
33,,,,,The duration of action of sustained-release ibuprofen ('Brufen Retard') was investigated in a 14-day double-blind study involving 14 osteoarthritis and 10 rheumatoid arthritis patients.,,,,
34,,,,,This study attempts to investigate the effect of ibuprofen on reducing eye pain and migraine headaches caused by trochleitis.,,,,
35,,,,,"Ibuprofen suppresses the production of various pro-inflammatory cytokines that are implicated in the ""cytokine storm"" and subsequent ARDS in COVID-19 disease.",,,,
36,,,,,"After adjusting for covariates, the risk of BPD was associated independently with ibuprofen exposure (odds ratios (OR) 2.296, 95% confidence interval (CI): 1.166-4.522, p = 0.016).",,,,
37,,,,,The opposite effect of ibuprofen on ethanol-induced cognitive impairment as measured by two lateralized functions is consistent with the reports in tissue and animal models that central nervous system effects of ethanol may be mediated at least in part by prostaglandins.,,,,
38,,,,,"On post-partum day five, she began complaining of headaches, initially responsive to ibuprofen but eventually worsened with no relief.",,,,
39,,,,,"Because ibuprofen protects from septic lung injury, we studied the effect of ibuprofen in oxidant lung injury from phosgene.",,,,
40,,,,,The efficacy and tolerance of ibuprofen retard at a dose of 2 x 800 mg daily was investigated in an open multicenter study over a period of 3 weeks on 7931 out-patients with activated degenerative joint disease and/or extraarticular rheumatic symptoms.,,,,
41,,,,,"Overall, we found no relation between regular aspirin use and cognitive decline, but long-term use of ibuprofen may be related to decreased rates of cognitive decline in older persons.",,,,
42,,,,,"Subdiaphragmatic vagotomy or 7-nitroindazole reduced, icatibant, DALBK, IL-1ra, aminoguanidine and dipyrone abolished, while ibuprofen and celecoxib failed to affect Tsv-induced fever.",,,,
43,,,,,Reduced incidence of gastroduodenal ulcers associated with lumiracoxib compared with ibuprofen in patients with rheumatoid arthritis.,,,,
44,,,,,It was also investigated whether the use of ibuprofen or paracetamol would influence the amount of surgical bleeding.,,,,
45,,,,,"In a randomised, placebo-controlled, double-blind trial of prophylaxis with ibuprofen, the rate of patent ductus arteriosus associated with ibuprofen was 19% compared with 42% with placebo.",,,,
46,,,,,"The purpose of this study was to examine the effects of ibuprofen on delayed onset muscle soreness (DOMS), indirect markers of muscle damage and muscular performance.",,,,
47,,,,,CONCLUSIONS: Pretreatment with ibuprofen before elective total hip surgery increases the perioperative blood loss significantly.,,,,
48,,,,,"The data suggest that nimesulide and ibuprofen, in addition to their anti-inflammatory and analgesic benefits, may also have a protective effect in osteoarthritis through the inhibition of apoptosis in chondrocytes.",,,,
49,,,,,Pretreatment with ibuprofen blocked the fever induced by RANTES.,,,,
50,,,,,This study evaluated whether administration of the pharmacologically active S(+)-isomer of ibuprofen suppresses acute pain and plasma beta-endorphin levels in the oral surgery model of acute pain.,,,,
51,,,,,"On the other hand, in subgroup B, no improvement in flexibility or reduction in muscle soreness was found in patients who took ibuprofen.",,,,
